customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,Age_group,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
933,Melany,L'oiseau,Female,75,1996-05-19,25.075048144342983,adult,Help Desk Operator,Retail,Mass Customer,N,Yes,5
934,Marcellus,Louisot,Male,76,1996-01-22,25.398335815892953,adult,Human Resources Manager,Manufacturing,Mass Customer,N,No,6
935,Aldin,Cracker,Male,76,1994-09-12,26.759979651192296,adult,Marketing Manager,,Mass Customer,N,Yes,3
936,Raffaello,Godleman,Male,64,1988-05-16,33.08874677479706,adult,Speech Pathologist,Health,High Net Worth,N,No,3
937,Nikolos,McKyrrelly,Male,65,1985-11-15,35.590116637493665,adult,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,15
938,Corabelle,,Female,18,1996-04-06,25.192856363838157,adult,Technical Writer,Retail,Mass Customer,N,No,7
939,Cristian,Theodoris,Male,53,1961-01-10,60.453130336123806,senior cetizen,Product Engineer,Manufacturing,Mass Customer,N,No,6
940,Marnia,Claesens,Female,3,1987-06-16,34.00655499397514,adult,Administrative Officer,Manufacturing,Mass Customer,N,No,9
941,Tye,Doohan,Male,13,1995-02-02,26.36819882927449,adult,Recruiting Manager,Financial Services,Affluent Customer,N,Yes,1
942,Shirley,Brook,Female,31,1974-02-07,47.368198829591584,mid-age adult,Director of Sales,Financial Services,Mass Customer,N,Yes,14
943,Holly,Gamett,Male,94,1979-09-17,41.7572399251649,mid-age adult,Legal Assistant,Property,Affluent Customer,N,Yes,15
945,Hebert,Bernocchi,Male,59,1998-08-26,22.803815267630654,youth,Human Resources Manager,,High Net Worth,N,Yes,1
946,Bettina,Farrer,Female,16,1961-07-17,59.938061843290214,senior cetizen,Research Associate,Manufacturing,High Net Worth,N,No,12
947,Hyacinth,Naldrett,Female,43,1986-03-10,35.27504814434298,adult,Pharmacist,Health,Mass Customer,N,No,10
948,Yardley,Argo,Male,19,1969-08-09,51.86956869260528,mid-age adult,Recruiting Manager,,Affluent Customer,N,No,10
949,Jarid,Grebner,Male,18,1975-09-07,45.78737691146627,mid-age adult,Executive Secretary,Health,Mass Customer,N,Yes,3
951,Meryl,Dumbar,Male,44,1999-09-29,21.710664582699145,youth,Assistant Media Planner,Entertainment,Mass Customer,N,No,1
952,Marina,Andresen,Female,34,1971-06-13,50.02573307616692,mid-age adult,VP Sales,Financial Services,Affluent Customer,N,Yes,6
954,Alain,Immins,Male,76,1995-02-28,26.29696595287925,adult,VP Quality Control,Manufacturing,Mass Customer,N,Yes,7
955,Teresina,Gibbie,Female,78,1989-10-01,31.710664582699145,adult,Research Nurse,Health,Mass Customer,N,Yes,9
956,Ezechiel,Pettecrew,Male,19,1960-09-26,60.743541295345004,senior cetizen,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,9
957,Jamima,Gannan,Female,80,1994-08-20,26.822993349822433,adult,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,7
958,Kristofor,Saulter,Male,15,1964-01-14,57.44217143233131,mid-age adult,Biostatistician IV,Health,High Net Worth,N,No,18
959,Katharina,Jennins,Female,3,1986-10-26,34.644911158041616,adult,Staff Scientist,,Affluent Customer,N,Yes,21
960,Lannie,Crumley,Male,1,1968-10-10,52.699705678906646,mid-age adult,GIS Technical Architect,Health,Mass Customer,N,Yes,12
961,Rosamund,Shelton,Female,73,1986-08-10,34.855870062151205,adult,Assistant Manager,Financial Services,Mass Customer,N,No,6
962,Granger,Tuftin,Male,49,1977-09-07,43.78463718575596,mid-age adult,VP Product Management,,High Net Worth,N,Yes,17
963,Valery,Haresign,Female,56,1968-07-28,52.902445404616955,mid-age adult,Budget/Accounting Analyst I,,High Net Worth,N,Yes,16
964,Rhetta,Grellier,Female,35,1994-01-24,27.392856363838156,adult,Assistant Professor,Financial Services,High Net Worth,N,No,6
965,Meggie,Whitchurch,Female,86,1997-06-18,23.992856363521064,youth,Structural Engineer,Retail,High Net Worth,N,Yes,5
966,Krystyna,Linning,Female,70,1978-11-05,42.622993350139524,mid-age adult,Speech Pathologist,Retail,High Net Worth,N,Yes,5
967,April,Causon,Female,44,1999-10-04,21.69696595256216,youth,Sales Associate,Manufacturing,Affluent Customer,N,Yes,1
968,Wayne,Woodfin,Male,96,1955-06-16,66.02847280219432,senior cetizen,Accountant IV,IT,High Net Worth,N,Yes,16
969,Jo,Mallinar,Female,20,1978-09-19,42.7517604731101,mid-age adult,Health Coach IV,Health,High Net Worth,N,Yes,18
970,Kellyann,Hawton,Female,2,1980-06-26,40.981897459728565,mid-age adult,VP Accounting,Financial Services,High Net Worth,N,Yes,14
971,Sarge,Lerohan,Male,11,1988-10-25,32.644911158041616,adult,Geologist I,Manufacturing,High Net Worth,N,No,22
972,Dena,Crewdson,Female,81,1981-07-23,39.90792485698884,mid-age adult,Project Manager,Retail,Mass Customer,N,Yes,10
973,Annabella,Hebron,Female,46,1979-08-02,41.883267322425176,mid-age adult,Data Coordiator,Health,High Net Worth,N,No,15
974,Mellicent,Dollin,Female,92,1991-06-07,30.028472802194322,adult,Administrative Assistant IV,,Mass Customer,N,Yes,4
976,Andonis,Slimmon,Male,10,1971-10-21,49.66956869260528,mid-age adult,Graphic Designer,Financial Services,Affluent Customer,N,No,10
977,Olga,Dyke,Female,65,1959-11-30,61.568198829274486,senior cetizen,Staff Accountant III,,High Net Worth,N,Yes,13
978,Erena,Escalero,Female,40,1982-01-31,39.38189745972857,mid-age adult,Nurse Practicioner,,High Net Worth,N,No,15
979,Kayla,Falkingham,Female,42,1959-12-25,61.49970567858956,senior cetizen,Budget/Accounting Analyst I,Manufacturing,High Net Worth,N,No,12
980,Max,Gronaver,Female,19,1978-01-23,43.40655499397514,mid-age adult,Registered Nurse,Health,Mass Customer,N,No,8
982,Tibold,Bonwell,Male,14,1960-02-12,61.365459103564184,senior cetizen,Geologist III,Health,High Net Worth,N,Yes,6
984,Luciano,Weddup,Male,89,1954-03-25,67.25587006246829,senior cetizen,Programmer I,Manufacturing,Affluent Customer,N,No,16
985,Aryn,O'Halloran,Female,29,1970-09-30,50.72710293886353,mid-age adult,Help Desk Operator,Retail,High Net Worth,N,No,15
986,Barnard,Stranks,Male,3,1994-10-05,26.696965952879253,adult,Office Assistant I,Manufacturing,Mass Customer,N,Yes,8
987,Lars,Keher,Male,89,1974-08-29,46.81203444571285,mid-age adult,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,11
988,Andree,Simonato,Female,35,1981-01-15,40.42573307616692,mid-age adult,Director of Sales,Manufacturing,High Net Worth,N,No,7
989,Caralie,Morfett,Female,43,1982-05-24,39.072308418315586,mid-age adult,Project Manager,Financial Services,Mass Customer,N,No,17
990,Melissa,Purple,Female,56,1976-04-13,45.18737691178336,mid-age adult,Administrative Officer,Manufacturing,Mass Customer,N,Yes,14
991,Lenna,Coales,Female,11,1991-11-29,29.549020747082707,adult,Financial Analyst,Financial Services,Mass Customer,N,Yes,10
993,Reine,Semken,Female,71,1977-02-18,44.33532211694572,mid-age adult,Account Coordinator,Argiculture,High Net Worth,N,No,17
994,Rhetta,Kupker,Female,62,1977-11-14,43.59833581589295,mid-age adult,Librarian,Entertainment,Affluent Customer,N,Yes,5
995,Urbano,Mews,Male,16,1965-11-12,55.612034445712844,mid-age adult,Information Systems Manager,Health,Mass Customer,N,Yes,19
997,Ambros,Kernes,Male,30,1981-07-03,39.96271937721969,mid-age adult,Teacher,Telecommunications,Mass Customer,N,Yes,13
998,Petunia,Dufton,Female,66,1965-12-13,55.52710293918062,mid-age adult,Speech Pathologist,Manufacturing,Affluent Customer,N,Yes,5
999,Dido,Leyburn,Female,12,1988-04-10,33.18737691146627,adult,Recruiting Manager,,High Net Worth,N,No,4
1000,Paulie,Castelot,Female,44,1978-08-07,42.86956869260528,mid-age adult,Compensation Analyst,Financial Services,Mass Customer,N,No,11
1001,Finley,Vost,Male,63,1979-08-27,41.81477417174024,mid-age adult,Recruiter,Retail,Mass Customer,N,No,14
1002,Pacorro,De Clairmont,Male,65,1978-08-30,42.80655499397514,mid-age adult,Business Systems Development Analyst,,Mass Customer,N,Yes,18
1003,Mariann,O'Geaney,Female,35,1968-02-03,53.38463718543887,mid-age adult,Paralegal,Financial Services,High Net Worth,N,No,18
1004,Colas,Pumfrett,Male,35,1975-07-09,45.9517604734272,mid-age adult,Business Systems Development Analyst,IT,High Net Worth,N,No,22
1005,Kalila,Birtwistle,Female,94,1967-09-15,53.77093855530189,mid-age adult,Design Engineer,IT,High Net Worth,N,Yes,8
1006,Norbert,Gotcher,Male,15,1977-08-10,43.86134951452309,mid-age adult,Quality Control Specialist,Telecommunications,Affluent Customer,N,Yes,19
1008,Lorry,Booley,Female,47,1975-11-10,45.61203444602994,mid-age adult,Teacher,,Mass Customer,N,No,21
1009,Nolie,Orring,Female,16,1957-05-09,64.12984266489093,senior cetizen,Research Associate,Manufacturing,High Net Worth,N,Yes,13
1010,Leighton,Ebbles,Male,24,1963-01-26,58.40929472000254,mid-age adult,Nurse,Financial Services,Affluent Customer,N,No,17
1011,Cymbre,Janos,Female,42,1985-07-19,35.91614403475394,adult,Occupational Therapist,Health,High Net Worth,N,Yes,10
1012,Anna-diane,Preddle,Female,20,1955-05-20,66.10244540493404,senior cetizen,Software Test Engineer III,,High Net Worth,N,Yes,11
1013,Corissa,Zienkiewicz,Female,53,1976-09-06,44.78737691146627,mid-age adult,Physical Therapy Assistant,Retail,High Net Worth,N,No,17
1014,Miller,Faloon,Male,60,1960-10-14,60.69422622685185,senior cetizen,Senior Developer,Property,Mass Customer,N,Yes,8
1015,Toiboid,Sorrel,Male,7,1955-04-01,66.23669197995942,senior cetizen,Web Developer I,Health,Mass Customer,N,No,17
1016,Adrian,Prettyjohns,Male,0,1959-08-12,61.86956869260528,senior cetizen,Legal Assistant,IT,Mass Customer,N,Yes,17
1017,Jacquenette,Pluthero,Female,88,1979-01-09,42.44491115804161,mid-age adult,Assistant Media Planner,Entertainment,High Net Worth,N,No,16
1018,Matthiew,Ferreras,Male,1,1994-11-27,26.551760473427198,adult,Help Desk Operator,Manufacturing,Mass Customer,N,Yes,7
1019,Ignazio,Milby,Male,42,1973-11-19,47.58737691146627,mid-age adult,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14
1021,Elvis,Rixon,Male,16,1977-10-02,43.71614403475394,mid-age adult,Mechanical Systems Engineer,Retail,High Net Worth,N,No,7
1022,Suzann,Wilks,Female,56,1990-03-04,31.288746774797062,adult,Assistant Manager,Financial Services,Affluent Customer,N,Yes,14
1024,Rhodia,D'Onise,Female,17,1992-06-05,29.03121252822172,adult,Social Worker,Health,High Net Worth,N,Yes,2
1025,Ario,Jeromson,Male,69,1997-07-30,23.87778787037038,youth,Quality Engineer,IT,Mass Customer,N,Yes,5
1027,Rolando,Sherewood,Male,33,1966-10-07,54.71066458301624,mid-age adult,Statistician I,Financial Services,Affluent Customer,N,No,18
1028,Thorn,Torfin,Male,10,1999-08-11,21.844911158358705,youth,Project Manager,,High Net Worth,N,No,1
1029,Forbes,Londors,Male,71,1997-02-15,24.329842664890926,adult,VP Sales,,Mass Customer,N,No,4
1030,Nariko,Dummigan,Female,9,1962-05-05,59.13806184329021,senior cetizen,Food Chemist,Health,Mass Customer,N,No,5
1031,Roi,Ogden,Male,75,1983-09-15,37.75997965150939,adult,Junior Executive,Manufacturing,Mass Customer,N,No,6
1032,Maribelle,Werndly,Female,36,1978-07-18,42.92436321315323,mid-age adult,Executive Secretary,,Mass Customer,N,Yes,18
1035,Kara-lynn,Doddridge,Female,77,1976-11-02,44.63121252822172,mid-age adult,Operator,Retail,Affluent Customer,N,Yes,5
1036,Randene,Ingle,Female,6,1969-11-28,51.56545910356419,mid-age adult,Paralegal,Financial Services,Mass Customer,N,Yes,12
1037,Sissie,Rielly,Female,95,1956-08-08,64.88052759639778,senior cetizen,Human Resources Assistant II,Financial Services,Mass Customer,N,No,10
1040,Jacenta,Wedlock,Female,78,1975-03-04,46.29970567890665,mid-age adult,Food Chemist,Health,High Net Worth,N,No,9
1042,Isacco,Woodwind,Male,0,1976-01-14,45.433952254249114,mid-age adult,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,11
1043,Giorgi,Hurford,Male,34,1986-10-20,34.66134951452309,adult,Sales Associate,Financial Services,Mass Customer,N,Yes,16
1046,Shir,Clevely,Female,0,1955-07-23,65.92710293918063,senior cetizen,Budget/Accounting Analyst II,,Affluent Customer,N,No,11
1047,Standford,Tanswill,Male,39,1978-09-03,42.795596089865555,mid-age adult,VP Accounting,Financial Services,Affluent Customer,N,No,11
1048,Braden,Lamming,Male,99,1976-06-08,45.033952254249115,mid-age adult,Internal Auditor,,Affluent Customer,N,No,15
1049,Fraser,Gaenor,Male,35,1996-03-02,25.288746774479968,adult,Software Consultant,Property,Mass Customer,N,No,2
1050,Marjie,Ghion,Female,7,1973-07-29,47.89696595287925,mid-age adult,Software Consultant,Telecommunications,Mass Customer,N,Yes,15
1051,Xylia,Lange,Female,34,1977-09-29,43.724363213153225,mid-age adult,Help Desk Technician,Property,High Net Worth,N,Yes,14
1052,Dela,Flannigan,Female,31,1986-02-02,35.37367828164638,adult,Junior Executive,Financial Services,High Net Worth,N,No,3
1054,Natal,Matiewe,Male,27,1983-08-09,37.86134951452309,adult,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,13
1055,Danell,Rose,Female,30,1988-06-08,33.02573307616692,adult,Data Coordiator,Manufacturing,Mass Customer,N,No,12
1056,Kendricks,Markel,Male,96,1966-12-18,54.513404309043636,mid-age adult,Software Test Engineer IV,Manufacturing,Affluent Customer,N,No,6
1057,Laryssa,Durdle,Female,73,1969-04-06,52.212034445712845,mid-age adult,Registered Nurse,Health,Mass Customer,N,No,5
1058,Gretel,Gionettitti,Female,37,1987-10-24,33.650390610413496,adult,Research Assistant IV,Retail,Affluent Customer,N,Yes,4
1059,Chantal,Plante,Female,68,1968-02-16,53.3490207473998,mid-age adult,Account Representative III,Entertainment,High Net Worth,N,Yes,6
1060,Vanda,Boadby,Female,88,1961-11-23,59.584637185755966,senior cetizen,Associate Professor,Argiculture,Affluent Customer,N,Yes,13
1061,Anderson,,Male,34,1988-11-07,32.60929471968545,adult,Speech Pathologist,Financial Services,Mass Customer,N,No,19
1062,Tish,Mowett,Female,32,1975-09-28,45.72984266520802,mid-age adult,Junior Executive,,Mass Customer,N,No,14
1063,Terrence,Geck,Male,22,1987-03-01,34.29970567890665,adult,Actuary,Financial Services,Affluent Customer,N,Yes,13
1064,Thornie,Andrusov,Male,3,1977-06-13,44.02025362411213,mid-age adult,Librarian,Entertainment,Affluent Customer,N,Yes,8
1065,Chilton,Ghirigori,Male,8,1962-06-27,58.992856363521064,mid-age adult,Quality Engineer,Financial Services,Mass Customer,N,Yes,8
1066,Hailey,Ricciardi,Male,45,1995-10-06,25.694226226851857,adult,Recruiter,Telecommunications,High Net Worth,N,No,12
1067,Berri,Cotillard,Female,13,1965-05-17,56.102445404934045,mid-age adult,Engineer IV,Financial Services,Mass Customer,N,Yes,13
1069,Reese,Titterington,Male,85,1976-04-15,45.18189745941147,mid-age adult,Web Designer I,Telecommunications,Mass Customer,N,No,15
1070,Albert,Gomery,Male,5,1995-06-04,26.033952254249115,adult,Account Representative IV,,Mass Customer,N,No,1
1072,Curt,Petrello,Male,60,1957-06-01,64.06682896657789,senior cetizen,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8
1073,Elbertina,Donne,Female,77,1980-02-25,41.31614403475394,mid-age adult,Associate Professor,,Affluent Customer,N,Yes,7
1074,Griswold,Juett,Male,43,1974-07-14,46.938061843290214,mid-age adult,Accounting Assistant IV,,High Net Worth,N,Yes,18
1075,Cullin,Elcoate,Male,26,1967-07-25,53.913404309043635,mid-age adult,Administrative Officer,Manufacturing,High Net Worth,N,No,7
1076,Siegfried,Trattles,Male,33,2000-06-06,21.022993350139526,youth,Pharmacist,Health,Affluent Customer,N,No,2
1078,Abe,Pilley,Male,69,1976-06-05,45.04217143233131,mid-age adult,Executive Secretary,Manufacturing,Mass Customer,N,No,20
1079,Dennie,L' Anglois,Male,70,1978-01-03,43.461349514523086,mid-age adult,Nurse Practicioner,Manufacturing,Mass Customer,N,No,18
1080,Monah,Talbot,Female,70,1999-12-26,21.46956869260528,youth,Speech Pathologist,Property,Mass Customer,N,Yes,2
1081,Marga,Cradduck,Female,25,1985-10-21,35.6586097881786,adult,Social Worker,Health,Mass Customer,N,No,16
1083,Chadd,Fowlds,Male,46,1996-08-07,24.855870062468295,adult,VP Product Management,,Affluent Customer,N,No,1
1084,Serena,Jagson,Female,54,1994-05-18,27.08052759671487,adult,Accounting Assistant I,Retail,Affluent Customer,N,No,8
1085,Lucho,Strafen,Male,4,1975-09-12,45.77367828132928,mid-age adult,Internal Auditor,Health,Mass Customer,N,No,8
1086,Ezechiel,Parnall,Male,84,1989-06-21,31.99011663781076,adult,Statistician IV,Property,Mass Customer,N,Yes,4
1087,Lian,Madrell,Female,39,1979-09-18,41.7545001994546,mid-age adult,Financial Analyst,Financial Services,Mass Customer,N,Yes,8
1088,Andy,Polgreen,Female,19,1989-07-21,31.907924856988842,adult,Design Engineer,,High Net Worth,N,Yes,3
1089,Korney,Hess,Female,90,1988-09-17,32.74902074708271,adult,Product Engineer,Property,Affluent Customer,N,No,12
1090,Lorettalorna,,Female,15,1975-07-15,45.935322117262814,mid-age adult,Computer Systems Analyst II,Telecommunications,Affluent Customer,N,No,17
1092,Katlin,Creddon,Female,56,1935-08-22,85.85860978849568,senior cetizen,VP Quality Control,Retail,Mass Customer,N,No,5
1093,Clarita,Penright,Female,63,1996-09-13,24.754500199137503,adult,Business Systems Development Analyst,,Affluent Customer,N,No,5
1094,Shaughn,Salters,Male,48,1975-12-27,45.483267322742265,mid-age adult,Dental Hygienist,Health,High Net Worth,N,No,19
1095,Emelda,Gerler,Female,2,1958-08-29,62.82299335013953,senior cetizen,Project Manager,Health,Mass Customer,N,No,6
1096,Jakie,Mungham,Male,33,1969-11-29,51.56271937753679,mid-age adult,Software Test Engineer I,Health,High Net Worth,N,No,14
1097,Gwenora,Grabbam,Female,71,1968-01-31,53.39285636352106,mid-age adult,Engineer II,Financial Services,Mass Customer,N,Yes,18
1098,Maure,Crow,Female,99,1989-02-01,32.37367828164638,adult,Administrative Assistant IV,Financial Services,Mass Customer,N,Yes,12
1099,Jarrett,Maffia,Male,12,1975-01-13,46.436691980276514,mid-age adult,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,11
1100,Cord,Braundt,Male,59,1983-01-02,38.461349514523086,adult,Engineer I,Manufacturing,Mass Customer,N,No,15
1101,Haily,McWilliams,Female,76,1968-12-22,52.49970567858956,mid-age adult,Senior Editor,,Mass Customer,N,No,15
1102,Stephana,Puzey,Female,16,1976-08-17,44.842171432331305,mid-age adult,Recruiting Manager,Manufacturing,Affluent Customer,N,No,15
1103,Glynnis,Sailor,Female,76,1978-01-30,43.38737691178336,mid-age adult,Financial Advisor,Financial Services,High Net Worth,N,Yes,20
1104,Jewelle,Pincott,Female,82,1959-12-31,61.483267322742265,senior cetizen,Programmer III,Retail,Mass Customer,N,No,8
1105,Sherman,McCusker,Male,39,1990-02-10,31.349020747082708,adult,General Manager,,Mass Customer,N,No,18
1106,Sibyl,Bigmore,Female,2,1962-12-17,58.51888376109843,mid-age adult,Software Consultant,Retail,Mass Customer,N,No,15
1107,Maridel,Whitby,Female,70,1974-07-17,46.92984266520802,mid-age adult,Social Worker,Health,High Net Worth,N,No,18
1108,Ginnie,Farriar,Female,86,1962-03-06,59.30244540493405,senior cetizen,Dental Hygienist,Health,Mass Customer,N,No,17
1109,Nestor,Billingsley,Male,21,1989-09-01,31.792856363521064,adult,Web Developer II,Entertainment,High Net Worth,N,No,6
1110,Lazar,Cherryman,Male,73,1991-03-17,30.253130336440897,adult,Information Systems Manager,Retail,High Net Worth,N,No,12
1111,Zach,Maynard,Male,96,1960-03-04,61.30792485698884,senior cetizen,Director of Sales,,High Net Worth,N,Yes,18
1113,Dorie,Willock,Male,45,1992-06-24,28.979157733384078,adult,Recruiter,Property,Mass Customer,N,No,6
1114,Evonne,Southan,Female,96,1976-06-03,45.0476508843861,mid-age adult,Structural Engineer,Retail,Mass Customer,N,No,14
1115,Merola,Stutard,Female,33,1970-01-18,51.42573307616692,mid-age adult,Account Coordinator,,High Net Worth,N,Yes,17
1116,Tori,Coche,Female,59,1974-06-26,46.987376911783365,mid-age adult,Assistant Manager,Health,Mass Customer,N,Yes,16
1117,Georgena,Guilaem,Female,83,1975-12-01,45.5545001991375,mid-age adult,Quality Engineer,,Affluent Customer,N,No,14
1118,Colline,Coulman,Female,95,1975-12-19,45.50518513096144,mid-age adult,Sales Representative,Retail,Mass Customer,N,Yes,9
1120,Jacquelyn,Rowlinson,Female,87,1980-08-31,40.80107554192035,mid-age adult,Web Developer IV,Retail,Affluent Customer,N,No,12
1121,Dione,Raithby,Female,30,1984-01-21,37.40929471968545,adult,Registered Nurse,Health,Mass Customer,N,Yes,3
1124,Eben,Threader,Male,36,1965-02-03,56.38463718575596,mid-age adult,Health Coach III,Health,Affluent Customer,N,Yes,9
1125,Raff,Everley,Male,25,1990-01-19,31.409294719685448,adult,Software Test Engineer III,IT,Affluent Customer,N,No,9
1126,Atlante,Sonley,Female,77,1973-09-27,47.73258239123542,mid-age adult,Executive Secretary,,Mass Customer,N,No,14
1127,Elly,Ormshaw,Female,30,1991-02-27,30.302445404934048,adult,Physical Therapy Assistant,Financial Services,Mass Customer,N,No,8
1128,Kirsten,Longman,Female,47,1992-04-12,29.17915773370117,adult,Financial Advisor,Financial Services,Mass Customer,N,Yes,8
1129,Hercule,,Male,2,1977-06-29,43.97641800735668,mid-age adult,VP Marketing,Entertainment,Mass Customer,N,Yes,9
1130,Juli,Prine,Female,90,1964-12-06,56.5462810213724,mid-age adult,Sales Associate,,Mass Customer,N,No,16
1131,Sigmund,Barkworth,Male,16,1956-08-07,64.88326732274227,senior cetizen,VP Marketing,,Mass Customer,N,No,15
1132,Coriss,Darkott,Female,99,1985-08-01,35.88052759671487,adult,Actuary,Financial Services,Affluent Customer,N,Yes,9
1134,Sullivan,Scullion,Male,22,1994-09-30,26.71066458301624,adult,Administrative Assistant IV,Financial Services,Affluent Customer,N,No,3
1135,Mireielle,Avrasin,Female,60,1980-05-03,41.12984266520802,mid-age adult,Software Engineer IV,Financial Services,Mass Customer,N,Yes,11
1136,Ivan,Blackhall,Male,72,1977-08-31,43.80381526794775,mid-age adult,Executive Secretary,Property,High Net Worth,N,No,7
1137,Jermayne,Hryniewicki,Male,46,1977-07-03,43.96545910324709,mid-age adult,Business Systems Development Analyst,,Mass Customer,N,No,18
1138,Elli,Loxdale,Female,77,1991-09-21,29.73806184329021,adult,Statistician I,Retail,Mass Customer,N,Yes,5
1139,Shellysheldon,Wickey,Male,52,1982-09-15,38.75997965150939,adult,Editor,Manufacturing,Mass Customer,N,Yes,16
1140,Deana,Rathbourne,Female,32,1986-02-25,35.31066458301624,adult,Executive Secretary,,Mass Customer,N,Yes,13
1142,Michal,Paiton,Male,95,1998-05-07,23.10792485698884,youth,Desktop Support Technician,Telecommunications,Mass Customer,N,No,2
1143,Goraud,Boissieux,Male,64,1955-03-06,66.30792485698885,senior cetizen,Office Assistant IV,Health,Mass Customer,N,Yes,6
1144,Damon,Phelip,Male,73,1996-12-12,24.50792485698884,adult,Environmental Specialist,Health,High Net Worth,N,Yes,5
1146,Hadleigh,Birley,Male,88,1992-08-31,28.79285636383816,adult,Assistant Professor,Financial Services,High Net Worth,N,No,8
1147,Tate,Studholme,Male,71,1968-07-09,52.95450019945459,mid-age adult,Health Coach II,Entertainment,High Net Worth,N,Yes,9
1148,Inigo,Ojeda,Male,60,1987-09-28,33.721623487125825,adult,Statistician IV,Financial Services,High Net Worth,N,No,5
1149,Ki,Odo,Female,29,1967-09-30,53.729842664890924,mid-age adult,Developer III,,Affluent Customer,N,Yes,14
1150,Bernelle,Warwick,Female,64,1975-09-26,45.73532211726281,mid-age adult,Information Systems Manager,Financial Services,Mass Customer,N,Yes,13
1151,Brena,Amburgy,Female,27,1965-04-06,56.21477417205733,mid-age adult,VP Product Management,Argiculture,High Net Worth,N,Yes,19
1152,Humfrid,Ducket,Male,47,1998-06-23,22.97915773370117,youth,Business Systems Development Analyst,Financial Services,Mass Customer,N,Yes,3
1153,Mirilla,Lothlorien,Female,53,1995-01-17,26.412034445712845,adult,Desktop Support Technician,Health,Mass Customer,N,Yes,3
1154,Chase,Youd,Male,26,1974-11-24,46.57367828164637,mid-age adult,Research Nurse,Health,Mass Customer,N,Yes,20
1155,Janetta,Hartrick,Female,73,1994-01-15,27.41751389808473,adult,VP Marketing,Property,Mass Customer,N,Yes,9
1156,Breena,Risebrow,Female,22,1997-10-16,23.664089240550485,youth,Marketing Assistant,Argiculture,Mass Customer,N,Yes,1
1157,Saunder,Camerati,Male,69,1974-04-03,47.21751389776764,mid-age adult,Research Nurse,Health,Affluent Customer,N,Yes,17
1158,Butch,Geertje,Male,85,1985-02-17,36.33258239123542,adult,Senior Quality Engineer,,Mass Customer,N,Yes,19
1159,Elbert,Bridgement,Male,94,1993-01-28,28.381897459728567,adult,Librarian,Entertainment,Mass Customer,N,No,1
1160,Trisha,Nisuis,Female,98,1965-04-08,56.20929472000254,mid-age adult,Speech Pathologist,IT,Affluent Customer,N,No,10
1161,Sibylle,Cutsforth,Female,86,1977-01-14,44.43121252790463,mid-age adult,Senior Quality Engineer,Retail,Mass Customer,N,No,15
1162,Ambrose,Raiston,Male,29,1990-04-13,31.17915773370117,adult,Marketing Assistant,,Mass Customer,N,Yes,7
1163,Manolo,Dwire,Male,77,1981-11-13,39.59833581589295,mid-age adult,Cost Accountant,Financial Services,High Net Worth,N,Yes,8
1164,Gilligan,Mowat,Female,97,1977-01-09,44.44491115835871,mid-age adult,Food Chemist,Health,Mass Customer,N,Yes,17
1165,Fanni,Wakelin,Female,58,1993-06-23,27.981897459411474,adult,Administrative Assistant IV,Financial Services,High Net Worth,N,No,2
1166,Fannie,Devil,Female,40,1972-12-05,48.54354129534501,mid-age adult,Quality Control Specialist,Health,Affluent Customer,N,No,8
1167,Elberta,Crickett,Female,20,1996-06-03,25.033952254249115,adult,Software Test Engineer III,Health,Mass Customer,N,No,4
1168,Iosep,Shaddick,Male,44,1965-02-16,56.3490207473998,mid-age adult,Pharmacist,Health,Affluent Customer,N,No,18
1169,Kessiah,Corden,Female,33,1967-08-09,53.87230841831558,mid-age adult,Actuary,Financial Services,Mass Customer,N,Yes,13
1170,Lari,Rotte,Female,62,1964-11-30,56.56271937753679,mid-age adult,Assistant Professor,IT,Mass Customer,N,Yes,4
1171,Ilise,Solloway,Female,32,1971-08-15,49.8531303364409,mid-age adult,Human Resources Manager,,Affluent Customer,N,Yes,8
1172,Smith,Babbs,Male,48,1974-04-12,47.19285636383815,mid-age adult,Recruiter,,Mass Customer,N,Yes,17
1173,Gertie,Chaim,Female,58,1978-03-02,43.302445404616954,mid-age adult,Statistician IV,Retail,High Net Worth,N,No,16
1175,Paige,Hodgin,Male,8,1985-09-22,35.73806184329021,adult,Human Resources Manager,,Mass Customer,N,No,8
1176,Celia,Dockerty,Female,7,1976-01-16,45.42847280219432,mid-age adult,Software Engineer IV,,Affluent Customer,N,Yes,7
1177,Bobbette,Pozzi,Female,47,1953-08-31,67.82025362379504,senior cetizen,Food Chemist,Health,Affluent Customer,N,Yes,6
1178,Angelo,Byne,Male,1,1970-05-26,51.07504814466007,mid-age adult,Pharmacist,Health,Mass Customer,N,No,13
1179,Kerry,Pashenkov,Male,56,1988-08-15,32.83943170630391,adult,Media Manager IV,Financial Services,High Net Worth,N,Yes,13
